night,speaker,text,neg,neu,pos,compound
second,TAPPER,I want to bring in Senator Gillibrand.  You heard earlier Mayor de Blasio respond to Secretary Castro on the question of why the police officer who killed Eric Garner is still on the NYPD.  Was that response adequate?  Please respond.,0.1,0.778,0.122,-0.25
second,GILLIBRAND, No.  He should be fired.  He should be fired now.  ,0.573,0.427,0,-0.8555
second,GILLIBRAND,"I sat  I sat down with Eric Garner's mother.  And I can tell you when you've lost your son when he begged for breath when you know because you have a video when you know he said ""I can't breathe"" so many times over and over again when you know he used an illegal chokehold that person should be fired.  And as  if I was  if I was the mayor I would fire him.",0.159,0.841,0,-0.8979
second,GILLIBRAND,But as president I would make sure that we had a full investigation that the report would be made public.  And if I wasn't satisfied we would have a consent decree.,0.076,0.786,0.138,0.2187
second,TAPPER, I want to bring in Senator Harris now.  ,0,0.822,0.178,0.0772
second,TAPPER,Senator Harris you have also been quite critical of Vice President Biden's policies on race specifically on the issues of busing in the 1970s having benefitted from busing when you were a young child.  Vice President Biden says that your current position on busing you're opposed to federally mandated busing that that position is the same as his position.  Is he right?,0.04,0.918,0.042,0.0276
second,HARRIS, That is simply false.  And let's be very clear about this.  When Vice President Biden was in the United States Senate working with segregationists to oppose busing which was the vehicle by which we would integrate America's public schools had I been in the United States Senate at that time I would have been completely on the other side of the aisle.  ,0,0.87,0.13,0.8173
second,HARRIS,And let's be clear about this.  Had those segregationists their way I would not be a member of the United States Senate Cory Booker would not be a member of the United States Senate and Barack Obama would not have been in the position to nominate him to the title he now holds.,0,0.851,0.149,0.802
second,HARRIS,And so on that issue we could not be more apart which is that the vice president has still failed to acknowledge that it was wrong to take the position that he took at that time.,0.158,0.842,0,-0.7506
second,HARRIS,Now I would like to also talk about this conversation about Eric Garner because I too met with his mother.  And one of the things that we've got to be clear about is that this president of the United States Donald Trump while he has been in office has quietly been allowing the United States Department of Justice to shut down consent decrees to stop pattern and practice investigations.,0.028,0.767,0.205,0.9153
second,HARRIS,On that case we also know that the,0,1,0,0
second,TAPPER, Thank you Senator.,0,0.444,0.556,0.3612
second,HARRIS,  Civil Rights Division  this is important.  The Civil Rights Division of the United States Department of Justice said charges should have been filed but this United States Department of Justice usurped  and I believe it is because that president did not want those charges to go forward.  And they overrode a decision by the Civil Rights Division of the United States Department of Justice.,0.069,0.653,0.278,0.9556
second,TAPPER, Thank you Senator.,0,0.444,0.556,0.3612
second,HARRIS, Under my administration the Civil Rights Division,0,1,0,0
second,TAPPER, Thank you Senator.,0,0.444,0.556,0.3612
second,HARRIS,  will rein and there will be independent investigations.  ,0,1,0,0
second,TAPPER, Vice President Biden Vice President Biden I want to give you a chance to respond to what Senator Harris just said.,0,0.837,0.163,0.3182
second,BIDEN, When Senator Harris was attorney general for eight years in the state of California there were two of the most segregated school districts in the country in Los Angeles and in San Francisco.  ,0,1,0,0
second,BIDEN,And she did not  I didn't see a single solitary time she brought a case against them to desegregate them.  Secondly she also was in a situation where she had a police department when she was there that in fact was abusing people's right.,0.073,0.927,0,-0.4588
second,BIDEN,And the fact was that she in fact was told by her own people that her own staff that she should do something about and disclose to defense attorney's like me that you in fact have been  the police officer did something that did not give you information of what (inaudible),0,0.925,0.075,0.4588
second,BIDEN,your  your client.  She didn't do that.  She never did it.  And so what happened.,0,1,0,0
second,BIDEN,Along came a federal judge and said enough enough.  And he freed 1000 of these people.  If you doubt me google 1000 prisoners freed Kamala Harris.,0.18,0.652,0.168,-0.1027
second,TAPPER, Thank you Vice President Biden.  Senator Harris your response.,0,0.762,0.238,0.3612
second,HARRIS, That is  is simply not true.  And as attorney general of California where I ran the second largest Department of Justice in the United States second only to the United States Department of Justice I am proud of the work we did.  ,0.045,0.656,0.299,0.9212
second,HARRIS,Work that has received national recognition for what has been the important work of reforming a criminal justice system and cleaning up the consequences of the bills that you passed when you were in the United States Senate for decades.,0.073,0.754,0.172,0.5574
second,HARRIS,It was the work of creating the  one of the first in the nation initiatives around reentering former offenders and getting them jobs and counseling.,0.09,0.83,0.079,-0.0772
second,TAPPER, Thank you Senator.,0,0.444,0.556,0.3612
second,HARRIS, I did the work as attorney general of putting body cameras on special agents in the state of California.,0,0.863,0.137,0.4019
second,TAPPER, I want to bring in Congresswoman .,0,0.755,0.245,0.0772
second,HARRIS, And I'm proud of that work.,0,0.617,0.383,0.4767
second,TAPPER, I want to bring in Congresswoman Gabbard.  Congresswoman Gabbard you took issue with Senator Harris confronting Vice President Biden at the last debate.  You called it a quote false accusation that Joe Biden is a racist.  What's your response?,0.186,0.782,0.032,-0.743
second,GABBARD, I want to bring the conversation back to the broken criminal justice system that is disproportionately negatively impacting black and brown people all across this country today.  Now Senator Harris says she's proud of her record as a prosecutor and that she'll be a prosecutor president.,0.124,0.727,0.149,0.0772
second,GABBARD,But I'm deeply concerned about this record.  There are too many examples to cite but she put over 1500 people in jail for marijuana violations and then laughed about it when she was asked if she ever smoked marijuana.,0.101,0.811,0.088,-0.1531
second,GABBARD,She blocked evidence  she blocked evidence that would have freed an innocent man from death row until the courts forced her to do so.  She kept people in prison beyond their sentences to use them as cheap labor for the state of California.,0.259,0.628,0.113,-0.8442
second,GABBARD,And she fought to keep,0.365,0.635,0,-0.3182
second,TAPPER,Thank you Congresswoman.,0,0.444,0.556,0.3612
second,GABBARD, Bail system in place that impacts poor people in the worst kind of way.,0.375,0.625,0,-0.802
second,TAPPER, Thank you Congresswoman.  Senator Harris your response?,0,0.706,0.294,0.3612
second,HARRIS, As the elected attorney general of California I did the work of significantly reforming the criminal justice system of a state of 40 million people which became a national model for the work that needs to be done.  ,0.085,0.829,0.085,0
second,HARRIS,And I am proud of that work.  And I am proud of making a decision to not just give fancy speeches or be in a legislative body and give speeches on the floor but actually doing the work of being in the position to use the power that I had to reform a system that is badly in need of reform.,0.069,0.863,0.068,-0.2617
second,HARRIS,That is why we created initiatives that were about reentering former offenders and getting them counseling.,0.135,0.757,0.108,-0.128
second,TAPPER, Thank you.,0,0.286,0.714,0.3612
second,HARRIS,It is why (ph),0,1,0,0
second,HARRIS,and because I know that criminal justice system is so broken,0.415,0.393,0.191,-0.6113
second,TAPPER,Thank you Senator.,0,0.444,0.556,0.3612
second,HARRIS, That I am an advocate for what we need to do to not only decriminalize but legalize marijuana in the United States.,0,0.844,0.156,0.5719
second,TAPPER, Thank you Senator.  Your time is up.  I want to  I want to bring Congresswoman Gabbard back in.  Your response please (ph).,0,0.684,0.316,0.6597
second,GABBARD, The bottom line is Senator Harris when you were in a position to make a difference and an impact in these people's lives you did not.  And worse yet in the case of those who were on death row innocent people you actually blocked evidence from being revealed that would have freed them until you were forced to do so.,0.131,0.757,0.111,-0.3283
second,GABBARD,There is no excuse for that and the people who suffered under your reign as prosecutor owe  you owe them an apology.,0.208,0.695,0.097,-0.5994
second,TAPPER, Senator Harris?,0,1,0,0
second,HARRIS, My entire career I have been opposed  personally opposed to the death penalty and that has never changed.  And I dare anybody who is in a position to make that decision to face the people I have faced to say I will not seek the death penalty.  That is my background that is my work.  ,0.231,0.769,0,-0.93
second,HARRIS,I am proud of it.  I think you can judge people by when they are under fire and it's not about some fancy opinion on a stage but when they're in the position to actually make a decision what do they do.,0.043,0.906,0.052,0.09
second,HARRIS,When I was in the position of having to decide whether or not to seek a death penalty on cases I prosecuted I made a very difficult decision that was not popular to not seek the death penalty.  History shows that and I am proud of those decisions.,0.24,0.595,0.164,-0.516
second,LEMON, Senator Harris thank you very much.  Senator Bennet a question for you.  Why are you the best candidate to heal the racial divide that exists in this country today which has been stoked by the president's racist rhetoric?,0.089,0.761,0.15,0.4019
second,BENNET, Yes.  First of all the president's racist rhetoric should be enough grounds for everybody in this country to vote him out of office.  ,0.144,0.758,0.097,-0.3182
second,BENNET,Over 80 months of that was due to President Barack Obama.  Thank you Barack Obama.  Thank you Barack Obama.,0,0.773,0.227,0.6124
second,BENNET,So you know I believe that we need to invest in what will ensure that Americans can prosper in the years to come making sure they have the knowledge and skills to compete in the 21st century economy ensuring that they can afford the rent where they live and that they have health care so that they don't have to worry about going homeless because they can't afford a medical procedure.,0,0.835,0.165,0.8911
second,BASH, Thank you Secretary Castro.  ,0,0.545,0.455,0.3612
second,BASH,I want to turn now to a question about trade and for Congresswoman Gabbard.  Many saw the Trans-Pacific Partnership issue as something that would be a critical tool to deal with the rise of China.  You were against it.  How would you ensure that the United States is able to remain competitive against China on the world stage?,0.038,0.824,0.138,0.6249
second,GABBARD, By pushing for fair trade not trade deals that give away the sovereignty of the American people and our country that give away American jobs and that threaten our environment.  These are the three main issues with that massive trade deal the Trans-Pacific Partnership.  ,0.055,0.896,0.049,-0.0772
second,GABBARD,I think the central one was the fact that it gave away our sovereignty to a panel of international corporations whose rulings would supersede any domestic law that we would pass either a federal law or a state or a local law.  This is extremely dangerous and goes against the very values that we have as a country.,0.06,0.887,0.053,-0.1027
second,GABBARD,What to speak of the fact that it would have a negative impact on domestic jobs and that it lacked clear protections for our environment.  These are the things that we have to keep at the forefront as we look to enact fair trade deals with other countries to make sure that we continue to be a thriving part of our global economy.,0.054,0.839,0.106,0.3612
second,BASH, So to be clear Congresswoman would you keep President Trump's tariffs on China in place?  ,0,0.83,0.17,0.4336
second,GABBARD, I would not because the approach that President Trump has taken has been extremely volatile without any clear strategic plan and it has a ravaging and devastating effect on our domestic manufacturers on our farmers who are already struggling and now failing to see the light of day because of the plan that Trump has taken.  ,0.201,0.799,0,-0.9115
second,BASH, Vice President Biden would you rejoin the Trans-Pacific Partnership which of course President Trump withdrew from?  Please respond.,0,0.881,0.119,0.3182
second,BIDEN, I'd renegotiate.  We make up 25 percent of the world's economy.  In order  either China is going to write the rules of the road for the 21st century on trade or we are.  We have to join with the 40 percent of the world that we had with us and this time make sure that there's no one sitting at that table doing the deal unless environmentalists are there and labor is there.,0.029,0.913,0.059,0.3182
second,BIDEN,And to make sure we equip our workers first to compete by investing in them now in the things that make them more competitive.  That's what we have to do.  Otherwise they are going to write the rules of the road.  We must have the rest of the world join us to keep them in check from abusing.,0.047,0.85,0.102,0.3597
second,BASH, Thank you.  Thank you.  Vice President Biden just to be clear would you or would you not rejoin the TPP yes or no?,0.072,0.59,0.338,0.7964
second,BIDEN, I would not rejoin the TPP as it was initially put forward.  I would insist that we renegotiate pieces of that with the Pacific nations that we had in South America and North America so that we could bring them together to hold China accountable for the rules of us setting the rules of the road as to how trade should be conducted.  Otherwise they're going to do exactly what they're doing fill the vacuum and run the  and run the table.  ,0,1,0,0
second,BASH, Thank you sir.  Mayor de Blasio you also oppose the deal.  Please respond.,0,0.696,0.304,0.5859
second,DE BLASIO, Yeah and I just want to ask this question of all the candidates but particularly of Vice President Biden.  President Trump is trying to sell NAFTA 2.0.  He's got a new name for it.  It's just as dangerous as the old NAFTA.  It's going to take away American jobs like the old NAFTA like it did to Michigan.  And we cannot have Democrats be party to a new NAFTA.  ,0.054,0.78,0.166,0.7684
second,DE BLASIO,So Vice President I believe you're the only person on the stage who voted for the original NAFTA.  Are you ready to say here and now that you will oppose a new NAFTA and that what you will believe in which is a lot of us hope for is trade treaties that empower organized labor across the boundaries of the world and give working people power again not just multinational corporations.,0,0.894,0.106,0.7717
second,BASH, Mr. Vice President?,0,1,0,0
second,BIDEN, Yes.  ,0,0,1,0.4019
second,BASH, Your response?  Your response sir?,0,1,0,0
second,BIDEN, Yes.  ,0,0,1,0.4019
second,BASH, That's it?  ,0,1,0,0
second,BIDEN, No he said would I insist that labor be engaged?  ,0.185,0.588,0.227,0.128
second,BIDEN,The answer is yes.,0,0.526,0.474,0.4019
second,DE BLASIO, I consider that a victory.  ,0,1,0,0
second,BIDEN, Well I love your affection for me.  You spend a lot of time with me.  ,0,0.508,0.492,0.8658
second,DE BLASIO, You know what?  We believe in redemption Joe.  We believe in redemption in this party.  ,0,0.818,0.182,0.481
second,BIDEN, Well I tell you what I hope you're part of it.  ,0,0.583,0.417,0.6124
second,BASH," OK I'm going to ask a question of Senator Bennet now.  Senator CNN reached out to Michigan Democratic primary voters for their most pressing question.  Farris from Flint Michigan has this question:  ""Here in Detroit our economy has seen firsthand how technology and automation can displace workers and create uncertainty around human job security.  How would you balance these disruptions created by technology with the beneficial impact of technology on our economy?",0.059,0.773,0.168,0.7865
second,BENNET, Dana this goes to the last question you asked as well which is how are we going to remain competitive?  It's not just about trade which we were talking about earlier.  It's about whether we're going to invest in this country anymore.  ,0,0.913,0.087,0.4215
second,BENNET,Since 2001 we have cut $5 trillion worth of taxes.  Almost all of that has gone to the wealthiest people in America.  We have made the income inequality worse not better through the policies of the federal government.  We've spent $5.6 trillion in the Middle East.  That's $12 trillion or $13 trillion that from the point of view of driving the economy in Michigan or anywhere else in America we might as well just have lit that money on fire.  We've got to stop doing that.,0.125,0.801,0.074,-0.6131
second,BENNET,And we need to invest in America again.  For the money that we've spent that I just described we could have fixed every road and bridge in this country.  We could have fixed every airport that needs to be fixed.  We could have fixed not just Flint but every water system in this country.,0,1,0,0
second,BASH, Thank you.,0,0.286,0.714,0.3612
second,BENNET, We could have made Social Security solvent for my children.  ,0,0.789,0.211,0.34
second,BASH, Thank you Senator.,0,0.444,0.556,0.3612
second,BENNET, But we did none of it because of self-serving politicians in Washington D.C. who voted for deals that were good for them but not for Michigan or the American people.  ,0,0.937,0.063,0.2382
second,BASH, Senator Bennet thank you very much.  Your time is up sir.,0,0.8,0.2,0.3612
second,BENNET, Thank you.,0,0.286,0.714,0.3612
second,BASH, Mr. Yang Mr. Yang women on average earn 80 cents about 80 cents for every dollar earned by men.  Senator Harris wants to fine companies that don't close their gender pay gaps.  As an entrepreneur do you think a stiff fine will change how companies pay their female employees?  ,0.056,0.873,0.071,0.2023
second,YANG, I have seen firsthand the inequities in the business world where women are concerned particularly in start-ups and entrepreneurship.  We have to do more at every step.  And if you're a woman entrepreneur the obstacles start not just at home but then when you seek a mentor or an investor often they don't look like you and they might not think your idea is the right one.  ,0.067,0.933,0,-0.5369
second,YANG,In order to give women a leg up what we have to do is we have to think about women in every situation including the ones who are in exploitive and abusive jobs and relationships around the country.  I'm talking about the waitress who's getting harassed by her boss at the diner who might have a business idea but right now is stuck where she is.,0.108,0.892,0,-0.7469
second,YANG,What we have to do is we have to give women the economic freedom to be able to improve their own situations and start businesses and the best way to do this is by putting a dividend of $1000 a month into their hands.,0,0.775,0.225,0.9062
second,YANG,It would be a game-changer for women around the country because we know that women do more of the unrecognized and uncompensated work in our society.  It will not change unless we change it.  And I say that's just what we do.,0,1,0,0
second,BASH, Senator Harris your response?,0,1,0,0
second,HARRIS, I think that's support of my proposal which is this.  Since 1963 when we passed the Equal Pay Act we have been talking about the fact women are not paid equally for equal work.  Fast forward to the year of our lord 2019 and women are paid 80 cents on the dollar black women 61 cents Native American woman 58 cents Latinas 53 cents.,0.022,0.937,0.041,0.3182
second,HARRIS,I'm done with the conversation.  So yes I am proposing in order to deal with this one I'm going to require corporations to post on their website whether they are paying women equally for equal work.  Two they will be fined for every 1 percent differential between what they're paying men and women they will be fined 1 percent of their previous year's profit.  That will get everybody's attention.,0,0.916,0.084,0.7089
second,BASH, Thank you Senator.  ,0,0.444,0.556,0.3612
second,HARRIS, Time for action.,0,1,0,0
second,BASH, Senator Gillibrand what's your response?  Will fining companies help solve the problem?  ,0.163,0.543,0.293,0.2869
second,GILLIBRAND, I think we have to have a broader conversation about whether we value women and whether we want to make sure women have every opportunity in the workplace.  ,0,0.714,0.286,0.7783
second,GILLIBRAND,"And I want to address Vice President Biden directly.  When the Senate was debating middle-class affordability for childcare he wrote an op-ed.  He voted against it the only vote but what he wrote in an op-ed was that he believed that women working outside the home would quote ""create the deterioration of family.""  He also said that women who were working outside the home were quote ""avoiding responsibility.""",0.044,0.903,0.054,-0.0772
second,GILLIBRAND,And I just need to understand as a woman who's worked my entire career as the primary wage earner as the primary caregiver in fact the second  my second son Henry is here and I had him when I was a member of Congress.,0,1,0,0
second,GILLIBRAND,So under Vice President Biden's analysis am I serving in Congress resulting in the deterioration of the family because I had access to quality affordable day care?  I just want to know what he meant when he said that.,0,0.883,0.117,0.5423
second,BIDEN, That was a long time ago and here's what it was about.  It would have given people making today $100000 a year a tax break for childcare.  I did not want that.  I wanted the childcare to go to people making less than $100000.  And that's what it was about.  ,0.027,0.973,0,-0.0572
second,BIDEN,As a single father who in fact raised three children for five years by myself I have some idea what it cost.,0,1,0,0
second,BIDEN,I support making sure that every single solitary person needing childcare get an $8000 tax credit now.  That would put 700000 women back to work increase the GDP by almost 8/10 of 1 percent.  It's the right thing to do if we can give tax breaks to corporations for these things why can't we do it this way?,0,0.84,0.16,0.836
second,GILLIBRAND, But Mr. Vice President you didn't answer my question.  What did you mean when you said when a woman works outside the home it's resulting in quote the deterioration of family ,0,1,0,0
second,BIDEN, No what I ,0.688,0.312,0,-0.296
second,GILLIBRAND, And that we are voiding  these are quotes.  It was the title of the op-ed and that just causes concern for me because we know America's women are working.  4 out of 10 moms have to work.  They're the primary or sole wagers.  They actually have to put food on the table.  ,0,1,0,0
second,GILLIBRAND,8 out of 10 moms are working today.  Most women have to work to provide for their kids.  Many women want to be working to provide for their communities and to help people.,0,0.882,0.118,0.4588
second,BASH, Thank you Senator.  Let the vice president respond now thank you.,0,0.643,0.357,0.6124
second,GILLIBRAND, So either you don't believe it today or what did you mean when you said it then?,0,1,0,0
second,BIDEN, The very beginning my deceased wife worked when we had children.  My present wife has worked all the way through raising our children.  The fact of the matter is the situation is one that I don't know what's happened.  ,0,0.971,0.029,0.0258
second,BIDEN,I wrote the Violence against Women Act.  Lilly Ledbetter.  I was deeply involved in making sure the equal pay amendments.  I was deeply involved on all these things.  I came up with the it's on us proposal to see to it that women were treated more decently on college campuses.,0.108,0.846,0.045,-0.4939
second,BIDEN,You came to Syracuse University with me and said it was wonderful.  I'm passionate about the concern making sure women are treated equally.  I don't know what's happened except that you're now running for president.,0,0.767,0.233,0.8555
second,GILLIBRAND, So I understand  Mr. Vice President  Mr. Vice President I respect you deeply.  I respect you deeply but those words are very specific.  You said women working outside the home would lead to the deterioration of family.  ,0,0.886,0.114,0.4767
second,GILLIBRAND,My grandmother worked outside the home.  My  my mother worked outside the home.  And  and .,0,1,0,0
second,BASH, Thank you Senator GILLIBRAND.,0,0.545,0.455,0.3612
second,BASH,I want to bring Senator Harris into this conversation.,0,0.843,0.157,0.0772
second,GILLIBRAND, Either he no longer believes it  I mean I just think he needs to ,0.167,0.833,0,-0.296
second,BIDEN, I never believed it.,0,1,0,0
second,BASH, Thank you.  Senator Harris please respond.,0,0.455,0.545,0.5859
second,HARRIS, Well I just  listen I mean talk about now running for president you change your position on the Hyde Amendment Vice President where you mad a decision for years to withhold resources to poor women to have access to reproductive healthcare and including women who were the victims of rape and incest.  ,0.224,0.741,0.035,-0.9042
second,HARRIS,Do you now say that you have evolved and you regret that?  Because you have only since you've been running for president this time said that you had  you in some way would take that back or you didn't agree with the decision that you made over many many years.,0.093,0.907,0,-0.6007
second,HARRIS,And this directly impacted so many women in our country and I personally prosecuted rape cases and child molestation cases; and the experience that those women have those children have and that they would then be denied the resources,0.278,0.722,0,-0.9201
second,BASH, Thank you Senator.  Let the Vice President ,0,0.706,0.294,0.3612
second,HARRIS, I think is  is unacceptable.,0.5,0.5,0,-0.4588
second,BIDEN, The fact is that the senator knows that that's not position.  Everybody on this stage has been in the Congress and the Senate or House has voted for the Hyde Amendment at some point. ,0,1,0,0
second,BIDEN,The Hyde Amendment in the past was available because there was other access for those kinds of services provided privately.  But once I wrote the legislation making sure that every single woman would in fact be (ph),0,0.938,0.062,0.3182
second,BIDEN,have an opportunity to have healthcare paid for by the federal government everyone that  that could no longer stand.,0.1,0.773,0.127,0.1531
second,BIDEN,I support a woman's right to choose.  I support it's a constitutional right.  I've supported it and I will continue to support it and I will in fact move as president to see to it that the Congress legislates that that is the laws as well.,0,0.737,0.263,0.8885
second,BASH, Thank you  thank you Mr. Vice President.  Governor Inslee your response.,0,0.643,0.357,0.6124
second,HARRIS, Well why did it take you so long to change your position in the Hyde Amendment.  Why did it take so long until you were running for president to change your position on the Hyde?,0,0.942,0.058,0.2732
second,BIDEN, Because there was not full federal funding for all reproductive services prior to this point.,0,1,0,0
second,BASH, OK.  Thank you.  Governor Inslee your response?,0,0.479,0.521,0.6633
second,INSLEE, I  I would suggest we need to broaden our discussion.  I would suggest we need to think about a bigger scandal in America which is that in professions and careers where women have been more than the majority they have been almost always under paid. ,0.068,0.932,0,-0.4404
second,INSLEE,And that is why this year I'm proud to be the governor who won the largest pay increase for our educators in the United States.  And I believe that that is long long overdue.  I think it is true for nursing staff as well.  And I'm glad that we've now passed in measures.  And I'm glad that we've increased our union membership 10 percent,0.018,0.664,0.318,0.9702
second,TAPPER, Thank you Governor.,0,0.444,0.556,0.3612
second,INSLEE, So unions can stand up for women as well.,0,0.792,0.208,0.2732
second,TAPPER, Thank you Governor Inslee.  I want to turn to foreign policy if we can.  Senator Booker there are about 14000 U.S. services members in Afghanistan right now.  If elected will they still be in Afghanistan by the end of your first year in office?,0,0.915,0.085,0.4215
second,BOOKER, Well first of all I want to say very clearly that I will not do foreign policy by tweet as Donald Trump seems to do all the time.  A guy that literally tweets out that we're pulling our troops out before his generals even know about it is creating a dangerous situation for our troops in places like Afghanistan.  ,0.049,0.775,0.176,0.7178
second,BOOKER,And so I will bring our troops home and I will bring them home as quickly as possible but I will not set during a campaign an artificial deadline.  I will make sure we do it we do it expeditiously we do it safely to not create a vacuum that's ultimately going to destabilize the Middle East and perhaps create the environment for terrorism and for extremism to threaten our nation.,0.177,0.733,0.09,-0.7901
second,TAPPER, Congresswoman Gabbard you're the only veteran on this stage.  Please respond.  ,0,0.813,0.187,0.3182
second,GABBARD, This is real in a way that's very difficult to convey in words.  I was deployed to Iraq in 2005 during the height of the war where I served in a field medical unit where every single day I saw the high cost of war.  Just this past week two more of our soldiers were killed in Afghanistan.  ,0.235,0.765,0,-0.9441
second,GABBARD,My cousin is deployed to Afghanistan right now.  Nearly 300 of our Hawaii National Guard soldiers are deployed to Afghanistan 14000 servicemembers are deployed there.  This is not about arbitrary deadlines.  This is about leadership the leadership I will bring to do the right thing to bring our troops home within the first year in office because they shouldn't have been there this long.,0,1,0,0
second,GABBARD,For too long we've had leaders who have been arbitrating foreign policy from ivory towers in Washington without any idea about the cost and the consequence the toll that it takes on our servicemembers on their families.  We have to do the right thing end these wasteful regime change wars and bring our troops home.,0.062,0.938,0,-0.5574
second,TAPPER, Thank you.  Thank you Congresswoman. ,0,0.375,0.625,0.6124
second,TAPPER,"Mr. Yang Iran has now breached the terms of the 2015 nuclear deal after President Trump withdrew the U.S. from the deal and that puts Iran closer to building a nuclear weapon the ability to do so at the very least.  You've said if Iran violates the agreement the U.S. would need to respond quote ""very strongly.""  So how would a President Yang respond right now?",0.077,0.845,0.077,0
second,YANG, I would move to de-escalate tensions in Iran because they're responding to the fact that we pulled out of this agreement.  And it wasn't just us and Iran.  There were many other world powers that were part of that multinational agreement.  We'd have to try and reenter that agreement renegotiate the timelines because the timelines now don't make as much sense.  ,0.039,0.801,0.161,0.8608
second,YANG,But I've signed a pledge to end the forever wars.  Right now our strength abroad reflects our strength at home.  What's happened really?  We've fallen apart at home so we elected Donald Trump and now we have this erratic and unpredictable relationship with even our longstanding partners and allies.,0.112,0.775,0.113,0.0056
second,YANG,What we have to do is we have to start investing those resources to solve the problems right here at home.  We've spent trillions of dollars and lost thousands of American lives in conflicts that have had unclear benefits.  We've been in a constant state of war for 18 years.  This is not what the American people want.  I would bring the troops home I would de-escalate tensions with Iran and I would start investing our resources in our own communities.,0.18,0.756,0.063,-0.8885
second,TAPPER, Governor Inslee your response?,0,1,0,0
second,INSLEE, Well I think that these are matters of great and often difficult judgment.  And there is no sort of primer for presidents to read.  We have to determine whether a potential president has adequate judgment in these decisions.  ,0.107,0.683,0.21,0.5423
second,INSLEE,I was only one of two members on this panel today who were called to make a judgment about the Iraq war.  I was a relatively new member of Congress and I made the right judgment because it was obvious to me that George Bush was fanning the flames of war.,0.151,0.849,0,-0.8316
second,INSLEE,Now we face similar situations where we recognize we have a president who would be willing to beat the drums of war.  We need a president who can stand up against the drums of war and make rational decisions.  That was the right vote and I believe it.,0.154,0.846,0,-0.8316
second,TAPPER, Thank you.  Thank you Governor.  Vice President Biden he was obviously suggesting that you made the wrong decision and had bad judgment when you voted to go to war in Iraq as a U.S. senator.  ,0.236,0.652,0.112,-0.7579
second,BIDEN," I did make a bad judgment trusting the president saying he was only doing this to get inspectors in and get the U.N. to agree to put inspectors in.  From the moment ""shock and awe"" started from that moment I was opposed to the effort and I was outspoken as much as anyone at all in the Congress and the administration.  ",0.095,0.824,0.081,-0.2263
second,BIDEN,Secondly I was asked by the president in the first meeting we had on Iraq he turned and said Joe get our combat troops out in front of the entire national security team.  One of the proudest moment of my life was to stand there in Al-Faw Palace and tell everyone that we're coming  all our combat troops are coming home.,0.072,0.838,0.09,0.296
second,TAPPER, Thank you.,0,0.286,0.714,0.3612
second,BIDEN, I opposed the surge in Afghanistan this long overdue  we should have not in fact gone into Afghanistan the way,0,1,0,0
second,TAPPER, Thank you Mr. Vice President.  I want to bring in,0,0.648,0.352,0.4215
second,INSLEE, Mr. Vice President  I'd like to comment.  ,0,0.706,0.294,0.3612
second,TAPPER, I would like to bring in the person on the stage who served in Iraq Governor  I'm sorry Congresswoman Gabbard.  Your response to what Vice President Biden just said.,0.044,0.872,0.084,0.296
second,GABBARD, We were all lied to.  This is the betrayal.  This is the betrayal to the American people to me to my fellow servicemembers.  We were all lied to told that Saddam Hussein had weapons of mass destruction was working with Al Qaida and that this posed a threat to the American people.  ,0.341,0.659,0,-0.9712
second,GABBARD,So I enlisted after 9/11 to protect our country to go after those who attacked us on that fateful day who took the lives of thousands of Americans.,0.098,0.817,0.085,-0.1027
second,GABBARD,The problem is that this current president is continuing to betray us.  We were supposed to be going after Al Qaida.  But over years now not only have we not gone after Al Qaida who is stronger today than they were in 9/11 our president is supporting Al Qaida.,0.12,0.784,0.096,-0.34
second,LEMON, Thank you Congresswoman.  ,0,0.444,0.556,0.3612
second,DE BLASIO, We didn't talk about Iran.  ,0,1,0,0
second,LEMON, Let's talk about  thank you please.,0,0.455,0.545,0.5859
second,DE BLASIO, We didn't talk about Iran.,0,1,0,0
second,LEMON, Please.,0,0,1,0.3182
second,DE BLASIO, We're on the march to war in Iran right now and we blew by it.  ,0.218,0.782,0,-0.5994
second,LEMON, Please Mayor.  The rules  please follow the rules.  ,0,0.566,0.434,0.5574
second,DE BLASIO, I respect the rules but we have to stop this march to war in Iran.,0.384,0.519,0.097,-0.7964
second,LEMON, Mayor thank you very much.  We're going on,0,0.737,0.263,0.3612
second,DE BLASIO, And the Democratic Party has to stand up for it.,0,0.769,0.231,0.4019
second,LEMON,  and we're going to talk about another subject.  Mayor thank you very much.  I appreciate that.  ,0,0.704,0.296,0.6682
second,LEMON,Let's talk about now the former Special Counsel Robert Mueller's appearance in front of Congress last week.  When asked whether or not the president could be charged with a crime after leaving office his answer was yes.,0.124,0.749,0.126,0.0258
second,LEMON,"Senator Harris you have criticized President Trump for interfering with the Justice Department and just last month you said if you were elected president your Justice Department would quote ""have no choice and should go forward with obstruction of justice charges against former President Trump.""  Why is it OK for you to advocate for the Justice Department to prosecute somebody but President Trump not him?",0.092,0.762,0.146,0.6145
second,HARRIS, Well I would never direct the Department of Justice to do whatever it believes it should do.  But listen look we all watched his testimony.  I've read the report.  There are 10 clear incidents of obstruction of justice by this president and he needs to be held accountable.  I have seen people go to prison for far less.  ,0.05,0.775,0.175,0.802
second,HARRIS,And the reality of it is that we have a person in the White House right now who has been shielded by a memo in the United States Department of Justice that says a sitting president cannot be indicted.  I believe the American people are right to say there should be consequence and accountability for everyone and no one is above the law including the president of the United States.,0.03,0.847,0.123,0.7783
